id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
95,"Clark, Joseph",Male,1834–1926,1834,1926,"Dorset, United Kingdom","Ramsgate, United Kingdom",http://www.tate.org.uk/art/artists/joseph-clark-95
910,"Clark, Judy",Female,born 1949,1949,,"Portsmouth, United Kingdom",,http://www.tate.org.uk/art/artists/judy-clark-910
7714,"Clark, Lygia",Female,1920–1988,1920,1988,"Belo Horizonte, Brasil","Rio de Janeiro, Brasil",http://www.tate.org.uk/art/artists/lygia-clark-7714
914,"Clarke Hall, Lady Edna",Female,1879–1979,1879,1979,"Shipborne, United Kingdom",,http://www.tate.org.uk/art/artists/lady-edna-clarke-hall-914
911,"Clarke, Brian",Male,born 1953,1953,,"Oldham, United Kingdom",,http://www.tate.org.uk/art/artists/brian-clarke-911
912,"Clarke, Geoffrey",Male,born 1924,1924,,"Derbyshire, United Kingdom",,http://www.tate.org.uk/art/artists/geoffrey-clarke-912
913,"Clarke, Graham",Male,born 1941,1941,,United Kingdom,,http://www.tate.org.uk/art/artists/graham-clarke-913
915,"Clatworthy, Robert",Male,born 1928,1928,,"Bridgwater, United Kingdom",,http://www.tate.org.uk/art/artists/robert-clatworthy-915
96,"Clausen, Sir George",Male,1852–1944,1852,1944,"London, United Kingdom","Newbury, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-clausen-96
916,"Clavé, Antoni",Male,1913 – 2005,1913,2005,"Barcelona, España","Saint-Tropez, France",http://www.tate.org.uk/art/artists/antoni-clave-916
9805,"Claydon, Steven",Male,born 1969,1969,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/steven-claydon-9805
10518,"Cleijne, Edgar",Male,born 1963,1963,,"Eindhoven, Nederland",,http://www.tate.org.uk/art/artists/edgar-cleijne-10518
917,"Clemente, Francesco",Male,born 1952,1952,,"Napoli, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/francesco-clemente-917
918,"Clemente, Jack",Male,1926–1974,1926,1974,"Novara, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/jack-clemente-918
2230,"Clennell, Luke",Male,1781–1840,1781,1840,"Morpeth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/luke-clennell-2230
2261,"Cleyn, Francis",Male,c.1582–1658,1582,1658,"Rostock, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-cleyn-2261
97,"Clint, Alfred",Male,1807–1883,1807,1883,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alfred-clint-97
98,"Clint, George",Male,1770–1854,1770,1854,"London, United Kingdom",Kensington,http://www.tate.org.uk/art/artists/george-clint-98
919,"Clinton, Margery",Female,1931–2005,1931,2005,,"Dunbar, United Kingdom",http://www.tate.org.uk/art/artists/margery-clinton-919
920,"Close, Chuck",Male,born 1940,1940,,"Monroe, United States",,http://www.tate.org.uk/art/artists/chuck-close-920
8659,"Closterman, John",Male,1660–1711,1660,1711,"Osnabrück, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/john-closterman-8659
921,"Clough, Prunella",Female,1919–1999,1919,1999,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/prunella-clough-921
15549,"Cluett, Shelagh",Female,1947–2007,1947,2007,"Bournemouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/shelagh-cluett-15549
922,"Coates, George",Male,1869–1930,1869,1930,"Melbourne, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/george-coates-922
923,"Cockram, George",Male,1861–1950,1861,1950,"Birkenhead, United Kingdom","Anglesey, United Kingdom",http://www.tate.org.uk/art/artists/george-cockram-923
924,"Cohen, Bernard",Male,born 1933,1933,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bernard-cohen-924
925,"Cohen, Harold",Male,born 1928,1928,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/harold-cohen-925
16113,"Cohen, Lynne",Female,born 1944,1944,,"Racine, United States",,http://www.tate.org.uk/art/artists/lynne-cohen-16113
926,"Coker, Peter",Male,1926–2004,1926,2004,"London, United Kingdom","Colchester, United Kingdom",http://www.tate.org.uk/art/artists/peter-coker-926
927,"Coldstream, Sir William",Male,1908–1987,1908,1987,"Belford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-coldstream-927
2688,"Coldwell, Paul",Male,born 1952,1952,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/paul-coldwell-2688
99,"Cole, George Vicat",Male,1833–1893,1833,1893,"Portsmouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-vicat-cole-99
2629,"Cole, T",Male,,,,,,http://www.tate.org.uk/art/artists/t-cole-2629
2375,"Coleman, James",Male,born 1941,1941,,"Dublin, Éire",,http://www.tate.org.uk/art/artists/james-coleman-2375
928,"Colescott, Warrington",Male,born 1921,1921,,"Oakland, United States",,http://www.tate.org.uk/art/artists/warrington-colescott-928
929,"Colla, Ettore",Male,1896–1968,1896,1968,"Parma, Italia","Roma, Italia",http://www.tate.org.uk/art/artists/ettore-colla-929
16339,"Collein, Edmund",Male,1906–1992,1906,1992,"Bad Kreuznach, Deutschland",,http://www.tate.org.uk/art/artists/edmund-collein-16339
2418,"Collet, John",Male,c.1725–1780,1725,1780,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-collet-2418
12039,"Collier, Anne",Female,born 1970,1970,,"Los Angeles, United States",,http://www.tate.org.uk/art/artists/anne-collier-12039
100,"Collier, Edward",Male,active 1662–1708,1662,1708,"Breda, Nederland","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-collier-100
101,"Collier, The Hon. John",Male,1850–1934,1850,1934,"London, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/the-hon-john-collier-101
102,"Collier, Thomas",Male,1840–1891,1840,1891,"Glossop, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/thomas-collier-102
2486,"Collings, Samuel",Male,exhibited 1784–1789,1784,1789,,,http://www.tate.org.uk/art/artists/samuel-collings-2486
930,"Collins, Cecil",Male,1908–1989,1908,1989,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/cecil-collins-930
103,"Collins, Charles",Male,c.1680–1744,1680,1744,,"London, United Kingdom",http://www.tate.org.uk/art/artists/charles-collins-103
104,"Collins, Charles Allston",Male,1828–1873,1828,1873,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-allston-collins-104
2405,"Collins, Elisabeth",Female,1904–2000,1904,2000,"Yorkshire, United Kingdom",,http://www.tate.org.uk/art/artists/elisabeth-collins-2405
2363,"Collins, Hannah",Female,born 1956,1956,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/hannah-collins-2363
5468,"Collins, Phil",Male,born 1970,1970,,"Runcorn, United Kingdom",,http://www.tate.org.uk/art/artists/phil-collins-5468
105,"Collins, William",Male,1788–1847,1788,1847,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-collins-105
2214,"Collinson, James",Male,1825–1881,1825,1881,"Nottinghamshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-collinson-2214
2588,"Collishaw, Mat",Male,born 1966,1966,,"Nottingham, United Kingdom",,http://www.tate.org.uk/art/artists/mat-collishaw-2588
106,"Colman, Samuel",Male,1780–1845,1780,1845,,"London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-colman-or-coleman-106
16205,"Colone, Adam de",Male,?1572–1651,1572,1651,"Edinburgh, United Kingdom",,http://www.tate.org.uk/art/artists/adam-de-colone-16205
931,"Colquhoun, Ithell",Female,1906–1988,1906,1988,"Shillong, Bharat",,http://www.tate.org.uk/art/artists/ithell-colquhoun-931
932,"Colquhoun, Robert",Male,1914–1962,1914,1962,"Kilmarnock, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-colquhoun-932
933,"Colton, William Robert",Male,1867–1921,1867,1921,"Paris, France","Kensington, United Kingdom",http://www.tate.org.uk/art/artists/william-robert-colton-933
2270,"Colverson, Ian",Male,born 1940,1940,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ian-colverson-2270
13197,"Colvin, Calum",Male,born 1961,1961,,"Glasgow, United Kingdom",,http://www.tate.org.uk/art/artists/calum-colvin-13197
934,"Conder, Charles",Male,1868–1909,1868,1909,"London, United Kingdom","Virginia Water, United Kingdom",http://www.tate.org.uk/art/artists/charles-conder-934
935,"Connard, Philip",Male,1875–1958,1875,1958,"Southport, United Kingdom","Twickenham, United Kingdom",http://www.tate.org.uk/art/artists/philip-connard-935
936,"Consagra, Pietro",Male,1920–2005,1920,2005,"Mazara del Vallo, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/pietro-consagra-936
16340,"Consemüller, Erich",Male,1902–1957,1902,1957,Deutschland,,http://www.tate.org.uk/art/artists/erich-consemuller-16340
107,"Constable, George",Male,1792–1878,1792,1878,"Hampstead, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/george-constable-107
108,"Constable, John",Male,1776–1837,1776,1837,"Suffolk, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/john-constable-108
109,"Constable, Lionel Bicknell",Male,1828–1887,1828,1887,"Hampstead, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/lionel-bicknell-constable-109
937,Constant,Male,1920–2005,1920,2005,"Amsterdam, Nederland",,http://www.tate.org.uk/art/artists/constant-constant-a-nieuwenhuys-937
938,"Cook, Barrie",Male,born 1929,1929,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/barrie-cook-938
9357,"Cook, Richard",Male,born 1947,1947,,"Cheltenham, United Kingdom",,http://www.tate.org.uk/art/artists/richard-cook-9357
2487,"Cook, William, of Plymouth",Male,exhibited 1877–1879,1877,1879,,,http://www.tate.org.uk/art/artists/william-cook-of-plymouth-2487
110,"Cooke, Edward William",Male,1811–1880,1811,1880,"London, United Kingdom","Groombridge, United Kingdom",http://www.tate.org.uk/art/artists/edward-william-cooke-110
2603,"Cooke, Jean",Female,1927–2008,1927,2008,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jean-cooke-jean-bratby-2603
6788,"Cooke, Nigel",Male,born 1973,1973,,"Manchester, United Kingdom",,http://www.tate.org.uk/art/artists/nigel-cooke-6788
111,"Cooper, Abraham",Male,1787–1868,1787,1868,"London, United Kingdom",,http://www.tate.org.uk/art/artists/abraham-cooper-111
939,"Cooper, Austin",Male,1890–1964,1890,1964,"Manitoba, Canada",,http://www.tate.org.uk/art/artists/austin-cooper-939
2563,"Cooper, George",Male,exhibited 1792–1830,1792,1830,,,http://www.tate.org.uk/art/artists/george-cooper-2563
940,"Cooper, Gerald",Male,1899–1971,1899,1971,,,http://www.tate.org.uk/art/artists/gerald-cooper-940
2419,"Cooper, Richard, Junior",Male,c.1740–c.1814,1740,1814,"Edinburgh, United Kingdom",,http://www.tate.org.uk/art/artists/richard-cooper-junior-2419
3807,"Cooper, Samuel",,1609–1672,1609,1672,,,http://www.tate.org.uk/art/artists/samuel-cooper-3807
4744,"Cooper, Thomas Joshua",Male,born 1946,1946,,"San Francisco, United States",,http://www.tate.org.uk/art/artists/thomas-joshua-cooper-4744
112,"Cooper, Thomas Sidney",Male,1803–1902,1803,1902,"Canterbury, United Kingdom",,http://www.tate.org.uk/art/artists/thomas-sidney-cooper-112
2353,"Coplans, John",Male,1920–2003,1920,2003,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-coplans-2353
113,"Copley, John Singleton",Male,1738–1815,1738,1815,"Boston, United States",,http://www.tate.org.uk/art/artists/john-singleton-copley-113
941,"Copley, William N.",Male,1919–1996,1919,1996,"New York, United States",,http://www.tate.org.uk/art/artists/william-n-copley-941
15617,"Coppola, Horacio",Male,1906–2012,1906,2012,"La Plata, Argentina","Buenos Aires, Argentina",http://www.tate.org.uk/art/artists/horacio-coppola-15617
114,"Corbet, Matthew Ridley",Male,1850–1902,1850,1902,"Lincolnshire, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/matthew-ridley-corbet-114
2488,"Corbould, Richard",Male,1757–1831,1757,1831,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-corbould-2488
2392,"Cordell, Magda",Female,1921– 2008,1921,2008,Magyarország,"Buffalo, United States",http://www.tate.org.uk/art/artists/magda-cordell-2392
942,"Cordery, Don",Male,born 1942,1942,,"Hampshire, United Kingdom",,http://www.tate.org.uk/art/artists/don-cordery-942
943,"Corinth, Lovis",Male,1858–1925,1858,1925,"Gvardeysk, Rossiya","Zandvoort, Nederland",http://www.tate.org.uk/art/artists/lovis-corinth-943
944,"Corker, Douglas",Male,1939 – 2012,1939,2012,"London, United Kingdom",,http://www.tate.org.uk/art/artists/douglas-corker-944
945,"Corneille, Guillaume",Male,born 1922,1922,,"Liège, België",,http://www.tate.org.uk/art/artists/guillaume-corneille-945
946,"Cornell, Joseph",Male,1903–1972,1903,1972,"Nyack, United States","Flushing, United States",http://www.tate.org.uk/art/artists/joseph-cornell-946
2315,"Cosway, Richard",Male,1742–1821,1742,1821,"Devon, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-cosway-2315
115,"Cotes, Francis",Male,1726–1770,1726,1770,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-cotes-115
2710,"Cotman, John Joseph",Male,1814–1878,1814,1878,"Great Yarmouth, United Kingdom","Norwich, United Kingdom",http://www.tate.org.uk/art/artists/john-joseph-cotman-2710
116,"Cotman, John Sell",Male,1782–1842,1782,1842,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-sell-cotman-116
2489,"Cotman, Miles Edmund",Male,1810–1858,1810,1858,,"Norwich, United Kingdom",http://www.tate.org.uk/art/artists/miles-edmund-cotman-2489
947,"Cottingham, Robert",Male,born 1935,1935,,"Brooklyn, United States",,http://www.tate.org.uk/art/artists/robert-cottingham-947
948,"Couderc, Gabriel",Male,1905–1994,1905,1994,"Sète, France",,http://www.tate.org.uk/art/artists/gabriel-couderc-948
6245,"Coventry, Keith",Male,born 1958,1958,,"Burnley, United Kingdom",,http://www.tate.org.uk/art/artists/keith-coventry-6245
949,"Cowie, James",Male,1886–1956,1886,1956,"Cuminestown, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/james-cowie-949
950,"Cowper, Frank Cadogan",Male,1877–1958,1877,1958,"Wickham, United Kingdom","Cirencester, United Kingdom",http://www.tate.org.uk/art/artists/frank-cadogan-cowper-950
117,"Cox, David",Male,1783–1859,1783,1859,"Birmingham, United Kingdom",Birmingham,http://www.tate.org.uk/art/artists/david-cox-117
951,"Cox, Stephen",Male,born 1946,1946,,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/stephen-cox-951
952,"Coxon, Raymond",Male,1896–1997,1896,1997,"Hanley, United Kingdom",,http://www.tate.org.uk/art/artists/raymond-coxon-952
118,"Cozens, Alexander",Male,1717–1786,1717,1786,Rossiya,"London, United Kingdom",http://www.tate.org.uk/art/artists/alexander-cozens-118
119,"Cozens, John Robert",Male,1752–1797,1752,1797,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-robert-cozens-119
2291,"Cradock, Marmaduke",Male,1660–1717,1660,1717,"Somerset, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/marmaduke-cradock-2291
953,"Cragg, Tony",Male,born 1949,1949,,"Liverpool, United Kingdom",,http://www.tate.org.uk/art/artists/tony-cragg-953
954,"Craig, Frank",Male,1874–1918,1874,1918,"Kent, United Kingdom",,http://www.tate.org.uk/art/artists/frank-craig-954
955,"Craig-Martin, Michael",Male,born 1941,1941,,"Dublin, Éire",,http://www.tate.org.uk/art/artists/michael-craig-martin-955
120,"Cranch, John",Male,1751–1821,1751,1821,"Kingsbridge, United Kingdom","Bath, United Kingdom",http://www.tate.org.uk/art/artists/john-cranch-120
121,"Crane, Walter",Male,1845–1915,1845,1915,"Liverpool, United Kingdom","Horsham, United Kingdom",http://www.tate.org.uk/art/artists/walter-crane-121
956,"Crawford, Susan",Female,born 1941,1941,,"East Lothian, United Kingdom",,http://www.tate.org.uk/art/artists/susan-crawford-956
957,"Crawhall, Joseph",Male,1861–1913,1861,1913,"Morpeth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/joseph-crawhall-957
958,"Craxton, John",Male,1922–2009,1922,2009,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-craxton-958
959,"Cree, Janet",Female,1910–1992,1910,1992,"London, United Kingdom",,http://www.tate.org.uk/art/artists/janet-cree-959
2760,"Creed, Martin",Male,born 1968,1968,,"Wakefield, United Kingdom",,http://www.tate.org.uk/art/artists/martin-creed-2760
2262,"Creffield, Dennis",Male,born 1931,1931,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dennis-creffield-2262
122,"Creswick, Thomas",Male,1811–1869,1811,1869,"Sheffield, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-creswick-122
960,"Crippa, Roberto",Male,1921–1972,1921,1972,"Monza, Italia","Bresso, Italia",http://www.tate.org.uk/art/artists/roberto-crippa-960
11952,"Crisp, Fiona",Female,born 1966,1966,,"Derbyshire, United Kingdom",,http://www.tate.org.uk/art/artists/fiona-crisp-11952
123,"Cristall, Joshua",Male,1767 or 8–1847,1767,1847,"Camborne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/joshua-cristall-123
961,"Critchlow, Keith",Male,born 1933,1933,,United Kingdom,,http://www.tate.org.uk/art/artists/keith-critchlow-961
126,"Crome, John",Male,1768–1821,1768,1821,"Norwich, United Kingdom","Norwich, United Kingdom",http://www.tate.org.uk/art/artists/john-crome-126
125,"Crome, John Berney",Male,1794–1842,1794,1842,"Norwich, United Kingdom","Great Yarmouth, United Kingdom",http://www.tate.org.uk/art/artists/john-berney-crome-125
2357,"Cross, Dorothy",Female,born 1956,1956,,"Cork, Éire",,http://www.tate.org.uk/art/artists/dorothy-cross-2357
2490,"Crotch, Dr William",Male,1775–1847,1775,1847,"Norwich, United Kingdom","Taunton, United Kingdom",http://www.tate.org.uk/art/artists/dr-william-crotch-2490
962,"Crotti, Jean",Male,1878–1958,1878,1958,"Bulle, Schweiz","Paris, France",http://www.tate.org.uk/art/artists/jean-crotti-962
2420,"Crowe, Eyre",Male,1824–1910,1824,1910,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/eyre-crowe-2420
17450,"Crozier, William",Male,1930–2011,1930,2011,"Glasgow, United Kingdom",,http://www.tate.org.uk/art/artists/william-crozier-17450
127,"Cruikshank, George",Male,1792–1878,1792,1878,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-cruikshank-127
963,"Crutchfield, William",Male,born 1932,1932,,"Indianapolis, United States",,http://www.tate.org.uk/art/artists/william-crutchfield-963
964,"Cruz-Diez, Carlos",Male,born 1923,1923,,"Caracas, Venezuela",,http://www.tate.org.uk/art/artists/carlos-cruz-diez-964
13142,"Cruzvillegas, Abraham",Male,born 1968,1968,,"Ciudad de México, México",,http://www.tate.org.uk/art/artists/abraham-cruzvillegas-13142
2215,"Cucchi, Enzo",Male,born 1949,1949,,Italia,,http://www.tate.org.uk/art/artists/enzo-cucchi-2215
11699,"Cuevas, Minerva",Female,born 1975,1975,,,,http://www.tate.org.uk/art/artists/minerva-cuevas-11699
2421,"Cuitt, George, Junior",Male,1779–1854,1779,1854,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/george-cuitt-junior-2421
965,"Cuixart, Modestos",Male,born 1925,1925,,"Barcelona, España",,http://www.tate.org.uk/art/artists/modestos-cuixart-965
12042,"Cullen, Martin",Male,born 1967,1967,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/martin-cullen-12042
128,"Cumberland, George",Male,1754–1849,1754,1849,"London, United Kingdom","Bristol, United Kingdom",http://www.tate.org.uk/art/artists/george-cumberland-128
966,"Cundall, Charles",Male,1890–1971,1890,1971,"Stretford, United Kingdom","Chelsea, United Kingdom",http://www.tate.org.uk/art/artists/charles-cundall-966
967,"Cundell, Nora L.M.",Female,1889–1948,1889,1948,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/nora-lm-cundell-967
8786,"Cunha, Alexandre da",Male,born 1969,1969,,Brasil,,http://www.tate.org.uk/art/artists/alexandre-da-cunha-8786
11820,"Curlet, François",Male,born 1967,1967,,,,http://www.tate.org.uk/art/artists/francois-curlet-11820
968,"Currie, John S.",Male,c.1884–1914,1884,1914,"England, United Kingdom",Chelsea,http://www.tate.org.uk/art/artists/john-s-currie-968
7462,"Currie, Ken",Male,born 1960,1960,,"Northumberland, United Kingdom",,http://www.tate.org.uk/art/artists/ken-currie-7462
2694,"Currin, John",Male,born 1962,1962,,"Boulder, United States",,http://www.tate.org.uk/art/artists/john-currin-2694
2736,"Curtis, Layla",Female,born 1975,1975,,United Kingdom,,http://www.tate.org.uk/art/artists/layla-curtis-2736
969,"Cutts, Simon",Male,born 1944,1944,,United Kingdom,,http://www.tate.org.uk/art/artists/simon-cutts-969
14581,"Cytter, Keren",Female,born 1977,1977,,Yisra'el,,http://www.tate.org.uk/art/artists/keren-cytter-14581
2636,"Dacre, Lady",Female,,,,,,http://www.tate.org.uk/art/artists/lady-dacre-2636
14983,Dadamaino,Female,1930–2004,1935,2004,"Milano, Italia",,http://www.tate.org.uk/art/artists/dadamaino-14983
129,"Dadd, Frank",Male,1851–1929,1851,1929,"London, United Kingdom","Teignmouth, United Kingdom",http://www.tate.org.uk/art/artists/frank-dadd-129
130,"Dadd, Richard",Male,1817–1886,1817,1886,"Chatham, United Kingdom","Berkshire, United Kingdom",http://www.tate.org.uk/art/artists/richard-dadd-130
970,"Daglish, Peter",Male,born 1930,1930,,"Gillingham, United Kingdom",,http://www.tate.org.uk/art/artists/peter-daglish-970
2292,"Dahl, Michael",Male,1659–1743,1659,1743,"Stockholm, Sverige","London, United Kingdom",http://www.tate.org.uk/art/artists/michael-dahl-2292
971,"Dalí, Salvador",Male,1904–1989,1904,1989,"Figueras, España","Figueras, España",http://www.tate.org.uk/art/artists/salvador-dali-971
131,"Dall, Nicholas Thomas",Male,active 1748–1776,1748,1776,Danmark,"London, United Kingdom",http://www.tate.org.uk/art/artists/nicholas-thomas-dall-131
973,"Dalou, Jules",Male,1838–1902,1838,1902,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/jules-dalou-973
2422,"Dalton, Richard",Male,1715 or 20–1791,1715,1791,"Whitehaven, United Kingdom",,http://www.tate.org.uk/art/artists/richard-dalton-2422
4611,"Dalwood, Dexter",Male,born 1960,1960,,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/dexter-dalwood-4611
974,"Dalwood, Hubert",Male,1924–1976,1924,1976,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/hubert-dalwood-974
133,"Dalziel, Edward",Male,1817–1905,1817,1905,"Wooler, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/edward-dalziel-133
132,"Dalziel, Edward Gurden",Male,1849–1888,1849,1888,"London, United Kingdom",,http://www.tate.org.uk/art/artists/edward-gurden-dalziel-132
134,"Dalziel, Thomas",Male,1823–1906,1823,1906,"Wooler, United Kingdom","Herne Bay, United Kingdom",http://www.tate.org.uk/art/artists/thomas-dalziel-134
2553,"Damer, Anne Seymour",Female,1748–1828,1748,1828,"Sundridge, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/anne-seymour-damer-2553
135,"Danby, Francis",Male,1793–1861,1793,1861,"Wexford, Éire","Exmouth, United Kingdom",http://www.tate.org.uk/art/artists/francis-danby-135
2423,"Dance, George",Male,1741–1825,1741,1825,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-dance-2423
136,"Dance-Holland, Sir Nathaniel",Male,1735–1811,1735,1811,"London, United Kingdom","Winchester, United Kingdom",http://www.tate.org.uk/art/artists/sir-nathaniel-dance-holland-136
137,"Daniell, Thomas",Male,1749–1840,1749,1840,"Chertsey, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-daniell-137
138,"Daniell, William",Male,1769–1837,1769,1837,"Chertsey, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-daniell-138
975,"Daniels, Harvey",Male,born 1936,1936,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/harvey-daniels-975
7349,"Daniëls, René",Male,born 1950,1950,,"Eindhoven, Nederland",,http://www.tate.org.uk/art/artists/rene-daniels-7349
12114,"Dant, Adam",Male,born 1967,1967,,"Cambridge, United Kingdom",,http://www.tate.org.uk/art/artists/adam-dant-12114
976,"Darboven, Hanne",Female,1941–2009,1941,2009,"München, Deutschland","Hamburg, Deutschland",http://www.tate.org.uk/art/artists/hanne-darboven-976
2241,"D'Arcangelo, Allan",Male,born 1930,1930,,"Buffalo, United States","New York, United States",http://www.tate.org.uk/art/artists/allan-darcangelo-2241
2267,"Davenport, Ian",Male,born 1966,1966,,"Sidcup, United Kingdom",,http://www.tate.org.uk/art/artists/ian-davenport-2267
2295,"Davey, Grenville",Male,born 1961,1961,,"Launceston, United Kingdom",,http://www.tate.org.uk/art/artists/grenville-davey-2295
14881,"Davey, Moyra",Female,born 1958,1958,,"Toronto, Canada",,http://www.tate.org.uk/art/artists/moyra-davey-14881
978,"David, Allen",Male,born 1926,1926,,"Bombay, Bharat",,http://www.tate.org.uk/art/artists/allen-david-978
8314,"David, Enrico",Male,born 1966,1966,,"Ancona, Italia",,http://www.tate.org.uk/art/artists/enrico-david-8314
13353,"Davidson, Bruce",Male,born 1933,1933,,"Oak Park, United States",,http://www.tate.org.uk/art/artists/bruce-davidson-13353
979,"Davie, Alan",Male,1920–2014,1920,2014,"Grangemouth, United Kingdom",,http://www.tate.org.uk/art/artists/alan-davie-979
980,"Davies, John",Male,born 1946,1946,,"Cheshire, United Kingdom",,http://www.tate.org.uk/art/artists/john-davies-980
2667,"Davies, Peter",Male,born 1970,1970,,"Edinburgh, United Kingdom",,http://www.tate.org.uk/art/artists/peter-davies-2667
2491,"Davis, Edward Thompson, of Worcester",Male,1833–1867,1833,1867,"Worcester, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/edward-thompson-davis-of-worcester-2491
981,"Davis, Gene",Male,1920–1985,1920,1985,"Washington, United States","Washington, United States",http://www.tate.org.uk/art/artists/gene-davis-981
139,"Davis, Henry William Banks",Male,1833–1914,1833,1914,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-william-banks-davis-139
140,"Davis, John Scarlett",Male,1804–1845,1804,1845,"Leominster, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-scarlett-davis-140
2285,"Davis, Lady",Female,1866–1941,1866,1941,"London, United Kingdom","Romsey, United Kingdom",http://www.tate.org.uk/art/artists/lady-davis-nee-mary-halford-2285
982,"Davis, Ron",Male,born 1937,1937,,"Santa Monica, United States",,http://www.tate.org.uk/art/artists/ron-davis-982
2381,"Davis, Stuart",Male,1894–1964,1894,1964,"Philadelphia, United States","New York, United States",http://www.tate.org.uk/art/artists/stuart-davis-2381
141,"Davis, William",Male,1812–1873,1812,1873,"Dublin, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/william-davis-141
983,"Davison, Francis",Male,1919–1984,1919,1984,"London, United Kingdom",,http://www.tate.org.uk/art/artists/francis-davison-983
142,"Dawe, George",Male,1781–1829,1781,1829,London,"Greater London, United Kingdom",http://www.tate.org.uk/art/artists/george-dawe-142
984,"Daws, Lawrence",Male,born 1927,1927,,"Adelaide, Australia",,http://www.tate.org.uk/art/artists/lawrence-daws-984
